window_index,label,start_time,acc_total_power,acc_dominant_frequency,acc_spectral_entropy,acc_postural_power,acc_movement_power,acc_movement_ratio,eda_total_power,eda_dominant_frequency,eda_spectral_entropy,eda_tonic_power,eda_sympathetic_low_power,eda_sympathetic_high_power,eda_sympathetic_ratio,temp_total_power,temp_dominant_frequency,temp_spectral_entropy,hr_total_power,hr_dominant_frequency,hr_spectral_entropy,hr_lf_power,hr_hf_power,hr_lf_hf_ratio,spo2_total_power,spo2_dominant_frequency,spo2_spectral_entropy,subject_id
10,PhysicalStress,30.0,0.13822435205626232,1.5625,2.4557636580465267,0.11910219650795231,0.03330510978125059,0.27963472343708495,5.214597038519972e-07,0.016666666666666666,2.2183521628100893,3.292239560585191e-07,9.837725216219368e-09,2.4792681370287686e-08,2.5201640445712203,0.0013729518346583401,0.75,2.5623963776473575,1.0113591742568822,0.016666666666666666,1.3925283678843388,0.26341530051076956,0.006060081350475462,43.46728785911471,1.373355431288881,0.016666666666666666,1.3812830405458048,1
11,PhysicalStress,60.0,0.18928193237104307,0.5,2.745364366275548,0.1499746925482391,0.05169398004988273,0.34468468760658033,1.3830129519553509e-06,0.016666666666666666,2.464532834467179,7.366545250102896e-07,2.8898407664986374e-07,5.229358484640262e-08,0.1809566307342328,0.004371810991271858,0.0625,2.646203741852023,0.02901757601074844,0.03333333333333333,2.0730634753661725,0.013337375506087861,0.0018061094525663821,7.384588728626709,0.5134752489245293,0.016666666666666666,1.9718805592077708,1
12,PhysicalStress,90.0,0.019826237844017824,0.625,3.834370960524442,0.001200365937378383,0.018662643483479176,15.547461738408428,5.074123068517768e-06,0.016666666666666666,2.151663157865272,3.403678645644525e-06,1.4351966897781297e-07,3.0595299149604643e-07,2.13178440052941,0.0014636716589300444,0.1875,2.625523906901635,0.2688765180771581,0.03333333333333333,1.4226012301426365,0.06632689518577733,0.006104876062457641,10.86457685744993,0.32440209727901737,0.03333333333333333,1.756600879241194,1
13,PhysicalStress,120.0,0.47471275219760845,0.5625,1.92120242231201,0.46785995297144495,0.04054285179881491,0.08665595664113054,5.9676061276321435e-05,0.016666666666666666,0.8802312182149145,5.568581836416202e-05,2.986514217157461e-06,5.829068144911595e-07,0.19517965497782405,0.0014211853763356475,0.125,2.714304901404085,0.21156363799681438,0.016666666666666666,1.2583205025825706,0.02955804767827566,0.0018254909816649803,16.191834402444744,0.9909815478194969,0.016666666666666666,1.6464903328148508,1
14,PhysicalStress,150.0,0.06109720553830577,0.625,3.830708335621944,0.026857916488241186,0.04217888740345347,1.570445251102037,1.3295146049066172e-05,0.016666666666666666,1.6682876614907014,9.882019438812464e-06,1.757454519694381e-06,8.347828271284056e-07,0.4749954082871932,0.0021032783165190585,0.125,2.717292076999067,0.21236937863325117,0.016666666666666666,0.6535738687125447,0.0040148241765852665,0.0017971796858041375,2.2339581335679615,0.7751402892228317,0.03333333333333333,1.7720304828016373,1
15,PhysicalStress,180.0,0.11547958469276487,1.8125,3.8861060618696706,0.017043549568951995,0.09970736509250186,5.850152557078687,2.4196469839804432e-05,0.016666666666666666,1.8921779606425824,1.6938748934553452e-05,3.841859526958719e-06,2.1628235799625695e-06,0.5629626915783402,0.001933849863557422,0.3125,2.6969817027254983,0.03659072980751395,0.016666666666666666,1.5015661095900203,0.012922002122763423,0.0012570019938224785,10.280017204641242,0.6588912219115084,0.016666666666666666,1.880370329976919,1
16,PhysicalStress,210.0,0.15675640646081596,3.75,3.9001900884007856,0.017680901108267474,0.13932716767101377,7.880094279010774,3.456405034213831e-05,0.016666666666666666,1.4975779289780915,2.750464538645512e-05,4.115195939980728e-06,8.347593704143506e-07,0.2028480253648043,0.001551631589182595,0.1875,2.593608005034733,0.04254952678004243,0.016666666666666666,1.2029237859366693,0.00957710647981273,0.000847993338953649,11.293846354536296,0.33101765149019236,0.016666666666666666,1.554731400715729,1
17,PhysicalStress,240.0,0.24053966334349144,1.875,3.9368040143530134,0.02733470260709705,0.2126900740877841,7.780954384064244,0.0003254506803478334,0.016666666666666666,1.015747418072618,0.00027778157499608086,4.3710212149118334e-05,1.201836435380257e-06,0.027495552556006043,0.00045372327150363376,0.0625,2.5538717143097087,0.16008818247461598,0.016666666666666666,1.0569577668469758,0.025553998441560703,0.0020511007056776033,12.458675661719234,0.8571285649890651,0.016666666666666666,2.2361803996523615,1
18,Relax,0.0,0.026894378264364055,0.6875,0.29350616046675265,0.06208462836081434,0.00040227845016668995,0.006479517729071149,0.14109560142172492,0.016666666666666666,2.560148427813576,0.03806090188278755,0.0655841127279747,0.028585170486835974,0.4358551072482995,0.0004330604062472612,0.1875,2.7506310579620257,1.5102382464590738,0.03333333333333333,1.072197673398711,0.14281490472472602,0.009785952835590217,14.593868080513028,0.6385775898913346,0.016666666666666666,1.719623782704116,1
19,Relax,30.0,0.0009567388386699153,0.5625,3.6766696869374056,0.00039630445477062556,0.0005748218605173197,1.4504552083574662,0.14769385150652306,0.16666666666666666,2.5752460412802205,0.027628307260094385,0.05294955764771475,0.052032715530512016,0.9826846123379785,0.0010947856788787501,0.5,2.686804497878494,0.6993568682722321,0.016666666666666666,0.7572535586841752,0.05299789375243603,0.0038703035172506597,13.693472234468071,0.45522920286183366,0.016666666666666666,1.982528936112601,1
20,Relax,60.0,8.48941344497243e-05,2.875,3.8920085666098747,1.7546860535517116e-05,6.802087707908041e-05,3.8765269115462195,0.11930146064475972,0.016666666666666666,1.4744742153346042,0.08797574650685498,0.02353800202400032,0.00592400378650768,0.25167827670620985,0.0027424526832950545,0.25,2.7033193026190796,0.09616483817379859,0.016666666666666666,0.43020377447175856,0.004329509706335583,0.0007230639664606154,5.987727099067669,0.3327251988585775,0.05,2.0590081913199207,1
21,Relax,90.0,0.003755643821932897,0.5,3.4503239505361245,0.0021059298616970413,0.0016873832203329643,0.8012532853174913,0.0821556607637916,0.016666666666666666,0.8095811551785264,0.07675199826238892,0.004569121427924692,0.0007069723840748995,0.15472829847641156,0.004731931151134787,0.25,2.6245716481986445,0.10136646616348728,0.03333333333333333,2.155709189286767,0.06066568696939753,0.004343188465156324,13.968007019749257,0.1314303213520461,0.016666666666666666,2.264897238500692,1
22,Relax,120.0,0.0014494038790845536,0.8125,3.7086678805226425,0.0005127172209645794,0.0009788678823562877,1.9091769153271951,0.04512372251044377,0.03333333333333333,1.8741499425250472,0.018849239090554436,0.021630353217491915,0.004251981953497361,0.19657478131512396,0.005232234115962013,0.125,2.673179558359423,0.07667774773637298,0.016666666666666666,1.1530460621593779,0.01206098330363138,0.00045546469291171936,26.480610882321685,2.567906592516314e-34,0.016666666666666666,0.0,1
23,Relax,150.0,0.0002750388317487143,1.4375,2.8821444281091932,0.00032724906853334875,0.00013099217860856394,0.4002828157636605,0.031099509231999882,0.03333333333333333,2.0357170052698224,0.016657501195265375,0.011704026313747562,0.0022230587042923597,0.1899396536456136,0.0004399836713467949,0.5,2.6609061613938607,0.14437343052511203,0.016666666666666666,1.1259186606233356,0.016793504814197592,0.0013217902850286897,12.705120475169089,0.10461751310539207,0.03333333333333333,3.0786601243416984,1
24,Relax,180.0,0.00018246849450559763,1.5625,3.9894640310784046,4.4351497352751176e-05,0.00013755170946931877,3.101399449387164,0.027577144175885544,0.016666666666666666,0.5203890617041096,0.026668279020475524,0.0007578673828845925,0.00011602809874581417,0.1530981559124347,0.0015083172977099902,0.375,2.70590094450987,0.031008824485751506,0.05,2.230120787812604,0.020929840725084838,0.0020893195521409008,10.017539300600657,0.012715469151792752,0.016666666666666666,3.302883199845684,1
25,Relax,210.0,0.0011856073834966316,0.5,3.521760814411947,0.0006013442062708047,0.0005833650271907756,0.970101684039619,0.00971964266095335,0.016666666666666666,0.6163589470039754,0.00925522426938483,0.00036434168947730675,7.581724074232474e-05,0.20809378375308615,0.0012285839334089564,0.25,2.5944797830444113,0.015980940365367773,0.016666666666666666,1.4659412974323283,0.002505476703865838,0.001063216082677974,2.3565075290764717,0.017392430508130698,0.016666666666666666,3.3959034970704423,1
26,Relax,240.0,0.0002787114217704292,0.6875,3.231716386151085,0.0002372498658895511,0.0001281835446039902,0.5402892183874386,0.0054131575849407755,0.016666666666666666,0.2911838379129651,0.005357555337898383,4.200032473164799e-05,9.532000673986752e-06,0.2269506422840636,4.7286246024341816e-09,0.0625,0.8747685131215979,0.02454109416934977,0.016666666666666666,1.1134070637244156,0.002674182892739627,0.000252192155884589,10.603751267995092,2.567906592516314e-34,0.016666666666666666,0.0,1
27,CognitiveStress,0.0,0.01104928223842149,0.5,3.164673278115817,0.006790790119375875,0.0048826431681097526,0.7190095824311096,0.020975093976341858,0.016666666666666666,0.7218612428706873,0.01874029837543984,0.0010924600394285394,0.00067071524215394,0.6139494516474836,0.002726579478862494,0.375,2.7319287928933695,0.2778758173713388,0.016666666666666666,1.484015430296933,0.05402671413890905,0.005394322476361284,10.015477268120708,0.8750896864083385,0.016666666666666666,1.3326253841923914,1
28,CognitiveStress,30.0,0.0013052221611253695,0.875,3.5795844607258287,0.0006264678516131379,0.000701293691510221,1.1194408295723532,0.021709987472487334,0.016666666666666666,2.249175943760662,0.006721322795543014,0.011774739397273599,0.0022245998301705676,0.18892985696869571,0.0007165820043936312,0.3125,2.743776154919609,0.4849857487548874,0.016666666666666666,1.0217727985897878,0.04464251591150666,0.0016256410578526712,27.46148400710025,0.832587768879047,0.016666666666666666,0.9416914783231435,1
29,CognitiveStress,60.0,0.0004936734372130944,3.875,2.8535124973531607,0.0003138177669708973,0.00020990261279592103,0.6688678427037144,0.038279688149101807,0.016666666666666666,1.8563417324328453,0.02414903604336611,0.011118495110167366,0.0024994917930002726,0.22480486506798922,0.002056037132250648,0.1875,2.7222174652048334,0.03830351895134224,0.016666666666666666,1.7772472195490148,0.016241937149698515,0.000973360011557071,16.686464367604856,0.21259660875375136,0.016666666666666666,2.497403880256841,1
30,CognitiveStress,90.0,0.00023685187886823735,0.6875,3.8932884805190593,7.389654322076267e-05,0.00016186928375332214,2.190485193194285,0.050342384083958525,0.03333333333333333,1.6363120286747963,0.033930943994863745,0.015460700791600319,0.0003652822292955516,0.02362649883852656,0.0016630055299512497,0.375,2.7264109908117686,0.0256172710834444,0.03333333333333333,2.191582451796339,0.0152095797092389,0.0011218254017204869,13.557884931035378,0.3788865781414502,0.016666666666666666,2.399803915954292,1
31,CognitiveStress,120.0,0.0022037244716812763,0.5,3.703054931422202,0.0010294510999349785,0.0012203740569221204,1.1854609286436246,0.017079219595213233,0.03333333333333333,2.4640427477943563,0.004518801010968658,0.008485120143184883,0.0031323932375754773,0.36916309783678986,0.004909347758605963,0.4375,2.6696391497055547,0.006625623107920211,0.06666666666666667,2.1673845283484816,0.004270220003495003,0.0007512396832659893,5.684231143022643,0.32403057843865446,0.03333333333333333,1.7569567079919808,1
32,CognitiveStress,150.0,0.02942405561650588,0.625,2.0771096836881484,0.024529412048759292,0.005181138696064085,0.21122147916815434,0.05150701475820547,0.016666666666666666,1.202374904290866,0.044995067474220427,0.0031488197587499333,0.0027819262492143186,0.8834822131320499,0.004125798331886462,0.5625,2.673306047620333,0.04006314300670603,0.016666666666666666,1.3093148709661169,0.004804052893258693,0.0011324212304925697,4.24228437607892,0.3310996865048558,0.05,1.722145426458177,1
33,CognitiveStress,180.0,0.027734463570943984,0.9375,2.9346084029542263,0.019288697877199404,0.00989796359023781,0.5131483552312723,0.056627107837404406,0.016666666666666666,2.2335405059644544,0.02545572841358298,0.023856526320558524,0.005475370906357011,0.22951249619432537,0.0008605811649956211,0.25,2.7196814826255364,0.04614092779242903,0.03333333333333333,1.7581957037423683,0.017394581564680434,0.0011870405756815457,14.653737977485093,0.14588341253747453,0.016666666666666666,2.65299183458784,1
34,CognitiveStress,210.0,0.12283735168931219,1.0,2.5767961808975053,0.09590137754616404,0.03992531074788092,0.41631634257455874,0.02489209523675962,0.016666666666666666,1.5703759813324252,0.01752388687335643,0.005501508600575905,0.0013249865956117082,0.24084059333707244,0.0007305053116847952,0.0625,2.6996385052287937,0.06528497598599403,0.016666666666666666,1.9532886796909394,0.02350593560785987,0.003097067723079861,7.58973897557672,0.3085023674377362,0.03333333333333333,2.234278108196581,1
35,CognitiveStress,240.0,0.06099831155934514,0.5,1.658300627237261,0.06726816655825271,0.008456888242874588,0.12571902395393983,0.009655992339800915,0.016666666666666666,1.539345885218681,0.0068241394407955415,0.0024076145647832295,0.00026867072229850035,0.11159208214986448,0.00027985035403040227,0.5,2.599422552187912,0.02001383807803214,0.03333333333333333,1.70429178360837,0.006532096452305258,0.0008380091351311955,7.794779529799061,0.3082601101758272,0.03333333333333333,2.1001183717068965,1
36,CognitiveStress,270.0,0.004098826417676657,0.75,3.064976455640676,0.002547001356476332,0.0019063403729610768,0.7484646084360228,0.00958646827948484,0.016666666666666666,0.2755150760963847,0.009451292420664151,0.00010445876339080766,1.760395283488331e-05,0.16852538038404974,0.005143063364449987,0.0625,2.628655443089101,0.1371791531780559,0.016666666666666666,1.546058189631072,0.026836220819387177,0.0037579032553818037,7.141275066342977,0.4988849118961681,0.016666666666666666,2.189943251979838,1
37,CognitiveStress,300.0,0.01153170799557847,0.5,1.9736026632914907,0.010268080531123491,0.0012674134319097937,0.123432361877972,0.00403813831471032,0.016666666666666666,0.8566840116808817,0.0036406910483700204,0.00030501458861724267,6.632555012753862e-05,0.21745041910362314,0.0018542489893007713,0.0625,2.4769059344206505,0.01993066139540582,0.03333333333333333,2.024465327651549,0.009808534590523957,0.0012711884071771942,7.716035274664615,0.24755984198272918,0.016666666666666666,1.9168862346930293,1
38,Relax,0.0,0.4597174128412373,0.5,1.4747005005076514,0.4763308711269482,0.0172882251201081,0.03629457204653983,0.04822388491709142,0.016666666666666666,0.24063674581426892,0.04800094508772113,0.00020635458807924915,8.470590293354377e-06,0.0410487131504985,0.0026791208424992575,0.0625,2.3726204432300646,0.08142303896001682,0.016666666666666666,1.4176940529145536,0.013918006657074294,0.0027540071977048136,5.053729223610434,0.26688374754645655,0.016666666666666666,1.3521796665853878,1
39,Relax,30.0,0.0010682230668685264,2.125,3.574339865353471,0.0005650107174621989,0.0006189827728264655,1.0955239497167193,0.014563498063988793,0.016666666666666666,0.29593458292612357,0.014455358311616602,8.689828541677873e-05,1.389225378211274e-05,0.15986798491458334,0.0007524536767379755,0.0625,2.643560020061492,0.26242287270974035,0.016666666666666666,1.5172983919872265,0.06944587071255763,0.0029688532904202066,23.391479443138255,0.9452631156257465,0.03333333333333333,1.5818791036663513,1
40,Relax,60.0,0.014677434672865348,0.5,1.5056187849954805,0.01416848214084961,0.0007592048236012454,0.05358406186731587,0.006063342363893267,0.016666666666666666,0.22946504517525096,0.006031041214252441,2.5437083704107048e-05,1.9055846217491223e-06,0.07491364355739602,0.0006888170247354943,0.125,2.6348754076639604,0.11014154024807185,0.03333333333333333,1.476989802135609,0.03211171476711252,0.0016104801785481397,19.939217628907098,1.1270108985759073,0.05,1.8081298890338704,1
41,Relax,90.0,0.0037491980919177846,0.5,2.1521369797179064,0.0037568370691345924,0.0006389655353389512,0.17008071512830883,0.002195768805019869,0.016666666666666666,0.7344507388386634,0.0019866283276182054,0.00015628136422828054,2.7255639392499357e-05,0.17440108439728605,0.004212638238809651,0.1875,2.7640173778394934,0.08584745226941612,0.03333333333333333,1.288387198558946,0.017789888284487767,0.0012234481510809694,14.540778265731678,0.8142810918586623,0.05,2.0079318506754373,1
42,Relax,120.0,0.006855368493597736,0.5625,1.9103722077921992,0.0065210593537450975,0.0008530727704702746,0.1308181269628144,0.0019798892489145954,0.016666666666666666,0.2626255490695033,0.001962123541113304,1.1934817310888364e-05,1.3032906953239752e-06,0.10920072434916603,0.0047477349200768185,0.0625,2.736529325487905,0.005584586763216256,0.016666666666666666,2.0309065489605107,0.0030958503803588107,0.0002587834322409764,11.963093438980232,0.2846104967899953,0.016666666666666666,2.2634800467662544,1
43,Relax,150.0,0.0012023119206530564,0.625,3.4932340075066515,0.0005588099852978654,0.0006699406095399497,1.1988701475741308,0.0009711043087648049,0.016666666666666666,0.2655265505161004,0.0009622395965542972,5.2144564349798316e-06,3.8757978467778374e-07,0.07432793609661882,0.0012829762674656051,0.375,2.6105308148676922,0.06178293521670519,0.016666666666666666,1.562042720841516,0.01655012734028931,0.0009403706269755624,17.599579214333968,0.05825635068360835,0.03333333333333333,3.0798882212199974,1
44,Relax,180.0,0.00213921686047022,0.5,1.8611954247214262,0.001964209700851821,0.0002350973016387278,0.11969053077009693,0.00047222888617961254,0.016666666666666666,0.2893271771377846,0.0004673546227217091,2.608713587443259e-06,7.325272214851485e-07,0.2808001710157388,0.001206565230859265,0.4375,2.7576701497687495,0.02357561576751758,0.016666666666666666,1.5533990985547383,0.005599972710891475,0.0013570389982943626,4.126611481269129,0.48306147442991604,0.016666666666666666,1.8985211492620546,1
45,Relax,210.0,4.84633469553274e-05,2.4375,4.0178173210126875,1.2539338942446844e-05,3.644228104732233e-05,2.9062362230246266,0.00031105692225490904,0.016666666666666666,0.35125267685473566,0.0003048261264338538,3.959493103842986e-06,1.1741077229603854e-06,0.29652980625747916,0.002925543530227931,0.125,2.6727490873021424,0.007145058333539758,0.016666666666666666,2.0197461743817406,0.0028942164828308008,0.0006477340316631311,4.46821741849748,0.31500901788161595,0.016666666666666666,1.7196761007667265,1
46,Relax,240.0,3.5552224439201464e-05,3.5,4.038290960373606,6.149185274670919e-06,2.9312743126118814e-05,4.7669311976760245,0.0001463959348304508,0.016666666666666666,0.3924156727207336,0.000142052755658521,2.657300516939393e-06,1.1689609026513035e-06,0.439905421008867,0.002784288900949881,0.125,2.626427110656085,0.010953927674815981,0.03333333333333333,1.9197674009652692,0.0058980625053501835,0.0004372640838000935,13.488559257125344,0.20849129423155424,0.016666666666666666,1.5986910581362859,1
47,EmotionalStress,0.0,0.8561946297774713,0.875,3.4984370052060627,0.4748662845920248,0.42367285221893325,0.8921940048511262,0.004098585923684716,0.016666666666666666,1.4257247819774592,0.002772975337526849,0.0010923200794066077,0.00016737252511623903,0.15322663042792597,0.0009143187746331169,0.125,2.661577071049333,0.06260254328742794,0.016666666666666666,0.8740407527795582,0.006515375555969789,0.0005476481779061304,11.897009464873188,0.079954526038923,0.016666666666666666,2.121207076799904,1
48,EmotionalStress,30.0,0.3234591124561964,0.5,3.4751112666679793,0.1750326009977376,0.1621415614009094,0.9263506368336787,0.0013357010730283068,0.016666666666666666,1.0755383846097866,0.0011896309151888567,9.945592728245792e-05,2.114369247617865e-05,0.21259358847592771,0.0007184702368594831,0.0625,2.6639991576322815,0.19891168221666047,0.016666666666666666,0.6555534643845594,0.023612224642063674,0.0009888946727437907,23.877390881830834,0.8260026563165445,0.016666666666666666,1.5777975014129686,1
49,EmotionalStress,60.0,0.0004897613350218318,2.5625,3.9004217187933636,0.00013276358018899433,0.0003604769929147672,2.715179813632727,0.00088186939009745,0.016666666666666666,0.28454160130374867,0.0008747544636186833,3.8125111421188916e-06,1.2204945416548773e-07,0.03201287802601828,0.0024889494907693083,0.375,2.7024405334571147,0.13986004259468868,0.016666666666666666,0.9269807550921981,0.02205856994756695,0.0013264907184077465,16.62926821986735,2.6019837036723756,0.016666666666666666,1.2009506854585292,1
50,EmotionalStress,90.0,0.0006001132979148067,2.5,3.6067987248607256,0.00024894920872698653,0.0003515786077734726,1.4122503524766612,0.0005499759146400942,0.016666666666666666,0.3081647474807667,0.0005441339552736902,3.5543010383445672e-06,5.116684598204168e-07,0.14395754729282267,0.005186589969693203,0.4375,2.6062318649567366,0.3793388214862632,0.016666666666666666,0.970728351023466,0.03957025639973691,0.0019299843237044099,20.502890056529473,1.1345563105051235,0.03333333333333333,1.4724837867401002,1
51,EmotionalStress,120.0,0.00034364174063653593,2.5,3.506987049352631,0.0001810384989853782,0.00018602752493344086,1.0275578176797941,0.000301747140100505,0.016666666666666666,0.35684466894987354,0.0002955452489196697,3.3255212498281353e-06,1.6252385740684226e-06,0.4887169414877189,0.0021479911444455273,0.875,2.76932723452024,0.019318441986476635,0.03333333333333333,1.4865712885814244,0.005648550071330724,0.0005107694293364765,11.058903972911155,0.3488689243986202,0.05,1.9939926507733379,1
52,EmotionalStress,150.0,0.00044097432989761775,2.5,3.6431454227862874,0.00014375994384561015,0.00030210297952832147,2.1014405782793193,0.00016682111199056994,0.016666666666666666,0.382832464308236,0.0001635305299337997,1.0076459415719302e-06,1.505835190507874e-06,1.494409026407398,0.001047175349440708,0.375,2.7431590515403155,0.006857236849647271,0.05,2.294694138576568,0.004837999932332063,0.0006555443803670808,7.380125705025433,0.16595416722131015,0.016666666666666666,2.6260814346766574,1
53,EmotionalStress,180.0,0.007620064794860486,0.5,2.9725731075295334,0.005415489825556137,0.002193712747219484,0.40508113169508236,6.296247617572987e-05,0.016666666666666666,0.7889627642316405,5.9600157068104906e-05,2.02499600148344e-06,7.180038263130663e-07,0.35457049089829423,0.0008898231205960615,0.125,2.714336417321047,0.01312398379423982,0.016666666666666666,1.6307646920211734,0.004585348742449618,0.00040962980421621007,11.193884564193935,0.6335145323270295,0.016666666666666666,1.9026464219514596,1
54,EmotionalStress,210.0,0.008926511856226477,0.5,3.0354291349296547,0.006312416132739732,0.002707880006782886,0.42897678952727797,5.879172847983343e-05,0.016666666666666666,0.5848237432784047,5.5580302218201026e-05,1.7924109383749172e-06,5.984520006296151e-07,0.3338810246115767,0.0005161906565249872,0.375,2.6637604880594816,0.026638176883999377,0.016666666666666666,1.5443193313054893,0.004844935171095091,0.0007389092771933331,6.556874193673752,0.34677953533396166,0.016666666666666666,1.4521213504741592,1
55,EmotionalStress,240.0,0.0002683877497153555,2.5,3.9816351191177715,5.327846768972408e-05,0.00021740347215943204,4.080512852312437,7.313776037952539e-05,0.016666666666666666,0.5032398433537095,7.082921918247506e-05,1.113682919760765e-06,3.487167631940299e-07,0.31312032985918403,0.0016775728330451387,0.5625,2.747696566570143,0.0245943351421027,0.03333333333333333,1.3280184826190589,0.0031182996511459264,0.0004943539991526264,6.307827298840532,0.30249274486383976,0.016666666666666666,1.5201608875976855,1
56,EmotionalStress,270.0,0.00045459600896417926,0.5,3.858263108071112,0.00010126568071535671,0.0003547853124888966,3.5035098760274686,3.574645104600886e-05,0.016666666666666666,0.5118099676093112,3.32684648772145e-05,1.990502907739478e-06,7.26758696846117e-08,0.03651131048441739,0.002297535867470172,0.0625,2.8062278956071687,0.007179252403137014,0.03333333333333333,1.864282585299049,0.0032795707283104565,0.00039194264105949905,8.367476219084311,0.1844087522169078,0.03333333333333333,2.602951773621998,1
