window_index,label,start_time,acc_total_power,acc_dominant_frequency,acc_spectral_entropy,acc_postural_power,acc_movement_power,acc_movement_ratio,eda_total_power,eda_dominant_frequency,eda_spectral_entropy,eda_tonic_power,eda_sympathetic_low_power,eda_sympathetic_high_power,eda_sympathetic_ratio,temp_total_power,temp_dominant_frequency,temp_spectral_entropy,hr_total_power,hr_dominant_frequency,hr_spectral_entropy,hr_lf_power,hr_hf_power,hr_lf_hf_ratio,spo2_total_power,spo2_dominant_frequency,spo2_spectral_entropy,subject_id,acc_mean,acc_std,acc_skewness,acc_slope,eda_mean,eda_std,eda_skewness,eda_slope,temp_mean,temp_std,temp_skewness,temp_slope,hr_mean,hr_std,hr_skewness,hr_slope,spo2_mean,spo2_std,spo2_skewness,spo2_slope
10,PhysicalStress,30.0,0.1382243520562623,1.5625,2.4557636580465267,0.1191021965079523,0.0333051097812505,0.2796347234370849,5.214597038519972e-07,0.0166666666666666,2.2183521628100893,3.292239560585191e-07,9.837725216219368e-09,2.479268137028769e-08,2.5201640445712203,0.0013729518346583,0.75,2.562396377647357,1.0113591742568822,0.0166666666666666,1.3925283678843388,0.2634153005107695,0.0060600813504754,43.46728785911471,1.373355431288881,0.0166666666666666,1.3812830405458048,1,0.42404139776857325,0.4744298956953128,2.8193079747940315,0.009876990537060086,-0.8892713718441312,0.001872153584531751,-0.7452683020961756,9.194038759774144e-05,-0.4235934282381312,0.0827842039892212,0.48264569833722587,0.0035782996860223406,0.39365316712746007,0.899767788588657,0.3391743975542338,0.028008195452957338,0.8530499719388799,1.0259633499930578,0.2303298221561153,0.03823747809816292
11,PhysicalStress,60.0,0.189281932371043,0.5,2.745364366275548,0.1499746925482391,0.0516939800498827,0.3446846876065803,1.3830129519553509e-06,0.0166666666666666,2.464532834467179,7.366545250102896e-07,2.8898407664986374e-07,5.229358484640263e-08,0.1809566307342328,0.0043718109912718,0.0625,2.646203741852023,0.0290175760107484,0.0333333333333333,2.0730634753661725,0.0133373755060878,0.0018061094525663,7.384588728626709,0.5134752489245293,0.0166666666666666,1.9718805592077708,1,0.5232555095568772,0.44727442924641453,2.729941376943209,-0.007314102880356352,-0.8866886691863625,0.0017760332143179978,0.4938877957407061,9.187004073409848e-05,-0.2797616231760434,0.12186044765330506,0.22673136025120424,0.006210539723088721,0.6640552455683086,0.4702418404467761,1.9533862528902228,-0.014095915764452526,1.1000835107097648,0.853213721651989,0.3436215967445456,-0.03396070962819444
12,PhysicalStress,90.0,0.0198262378440178,0.625,3.834370960524442,0.0012003659373783,0.0186626434834791,15.547461738408428,5.074123068517768e-06,0.0166666666666666,2.151663157865272,3.403678645644525e-06,1.4351966897781297e-07,3.059529914960465e-07,2.13178440052941,0.00146367165893,0.1875,2.625523906901635,0.2688765180771581,0.0333333333333333,1.4226012301426365,0.0663268951857773,0.0061048760624576,10.86457685744993,0.3244020972790173,0.0333333333333333,1.756600879241194,1,0.4792847772210476,0.570065161675668,4.764547210617176,0.010591158877374605,-0.882707048479563,0.002984083068184676,0.031875176986132556,0.00015997521052519165,-0.1494496893545002,0.06107431827506899,-1.7456543221254792,0.0022554688034058007,0.656244260395474,0.43136618881650396,0.5733363284482871,4.938581739767128e-05,0.7580370724116164,0.5700773971635804,0.0,0.007983301143941222
13,PhysicalStress,120.0,0.4747127521976084,0.5625,1.92120242231201,0.4678599529714449,0.0405428517988149,0.0866559566411305,5.967606127632144e-05,0.0166666666666666,0.8802312182149145,5.568581836416202e-05,2.986514217157461e-06,5.829068144911595e-07,0.195179654977824,0.0014211853763356,0.125,2.714304901404085,0.2115636379968143,0.0166666666666666,1.2583205025825706,0.0295580476782756,0.0018254909816649,16.191834402444744,0.9909815478194968,0.0166666666666666,1.6464903328148508,1,0.6346442281157493,0.7261578491058305,3.565488454967065,0.0007177578544783624,-0.870582243148193,0.01049261674602355,0.3643579335268219,0.0005697726787778717,-0.11343632034203469,0.03571221710906995,8.544459976725049,0.00012776045296682988,1.0172677332143956,0.4958941843244641,-0.16437257585509268,0.01392890817117245,0.5490086934516369,0.9872201467896333,-0.3501828356316938,-0.014350934199227682
14,PhysicalStress,150.0,0.0610972055383057,0.625,3.830708335621944,0.0268579164882411,0.0421788874034534,1.570445251102037,1.3295146049066172e-05,0.0166666666666666,1.6682876614907014,9.882019438812464e-06,1.757454519694381e-06,8.347828271284056e-07,0.4749954082871932,0.002103278316519,0.125,2.717292076999067,0.2123693786332511,0.0166666666666666,0.6535738687125447,0.0040148241765852,0.0017971796858041,2.233958133567961,0.7751402892228317,0.0333333333333333,1.772030482801637,1,0.5383247575985614,0.5454126188375297,4.983429614117819,-0.008481815396100758,-0.8576358841740388,0.005601984046332224,-1.3880929747394832,0.00024289891481978318,-0.10890438760142061,0.039782123312416616,6.4082038727405655,-2.7364087943281103e-05,1.7862125961611404,0.6069501588836618,-0.24939517532691594,0.03040125870006363,0.30197515468075203,0.9239241169063626,0.3796067377862243,0.02781483493801744
15,PhysicalStress,180.0,0.1154795846927648,1.8125,3.886106061869671,0.0170435495689519,0.0997073650925018,5.850152557078687,2.4196469839804432e-05,0.0166666666666666,1.8921779606425824,1.6938748934553452e-05,3.841859526958719e-06,2.162823579962569e-06,0.5629626915783402,0.0019338498635574,0.3125,2.6969817027254983,0.0365907298075139,0.0166666666666666,1.5015661095900203,0.0129220021227634,0.0012570019938224,10.280017204641242,0.6588912219115084,0.0166666666666666,1.880370329976919,1,0.8440418339305478,0.3663553368129882,0.9261212479160451,0.007442396530368331,-0.850628405294357,0.004421330161572462,0.6460150610150093,0.00017943982691918998,-0.10339314209190471,0.04551929710890758,4.5940669079118175,0.0003554384707996508,2.1097276279806163,0.28640781969910745,0.22764895915524416,-0.013541803594718483,1.0050706111825012,0.6932687035464712,0.23876255235534458,0.024171661796933138
16,PhysicalStress,210.0,0.1567564064608159,3.75,3.9001900884007856,0.0176809011082674,0.1393271676710137,7.880094279010774,3.456405034213831e-05,0.0166666666666666,1.4975779289780915,2.750464538645512e-05,4.115195939980728e-06,8.347593704143506e-07,0.2028480253648043,0.0015516315891825,0.1875,2.593608005034733,0.0425495267800424,0.0166666666666666,1.2029237859366693,0.0095771064798127,0.0008479933389536,11.293846354536296,0.3310176514901923,0.0166666666666666,1.554731400715729,1,0.8534240327306511,0.4409852349879334,1.1100716035707427,0.002100446290499395,-0.8410002699945756,0.008595312171347276,0.6756378612130652,0.0004145514278832401,-0.1072974442010545,0.0419612718620392,5.836756696988858,-0.0004338448615449596,1.7705760775100652,0.31797054727279916,-0.3412926030124718,-0.006247999562713794,0.8530499719388801,0.6994911352908769,0.5463331634385007,-0.03411910846041547
17,PhysicalStress,240.0,0.2405396633434914,1.875,3.936804014353013,0.027334702607097,0.2126900740877841,7.780954384064244,0.0003254506803478,0.0166666666666666,1.015747418072618,0.000277781574996,4.3710212149118334e-05,1.201836435380257e-06,0.027495552556006,0.0004537232715036,0.0625,2.5538717143097087,0.1600881824746159,0.0166666666666666,1.0569577668469758,0.0255539984415607,0.0020511007056776,12.458675661719234,0.8571285649890651,0.0166666666666666,2.236180399652361,1,0.8617179027570167,0.4650544135899038,1.1244853037265792,-0.0017790243571738308,-0.8122076542569396,0.027936600564974236,0.4508678560039486,0.0015188693845619434,-0.13671089317920654,0.044000922155823234,-2.1845072218760313,-0.0015444469206602565,2.105045983300754,0.5587706376198842,-0.3105458899294644,0.029146208448219427,0.8150448121279745,0.76271157548229,0.8192556714968143,0.030254176954221706
18,Relax,0.0,0.026894378264364,0.6875,0.2935061604667526,0.0620846283608143,0.0004022784501666,0.0064795177290711,0.1410956014217249,0.0166666666666666,2.560148427813576,0.0380609018827875,0.0655841127279747,0.0285851704868359,0.4358551072482995,0.0004330604062472,0.1875,2.7506310579620257,1.5102382464590738,0.0333333333333333,1.072197673398711,0.142814904724726,0.0097859528355902,14.593868080513028,0.6385775898913346,0.0166666666666666,1.719623782704116,1,0.33211877589459715,0.9447267633658296,6.552109372628027,-0.015592874802949996,2.4506852685385767,0.5124221041055596,0.9762065235686983,0.02100697966881224,-0.41204182887701735,0.02705593267520807,6.0356286817595475,-0.00024631456695225416,2.5692562218774784,1.1541625477199415,0.00239306429244427,-0.009236903836656917,-0.09707902333375434,1.053744030786925,0.7679586254289446,0.05147962047184323
19,Relax,30.0,0.0009567388386699,0.5625,3.6766696869374056,0.0003963044547706,0.0005748218605173,1.4504552083574662,0.147693851506523,0.1666666666666666,2.5752460412802205,0.0276283072600943,0.0529495576477147,0.052032715530512,0.9826846123379784,0.0010947856788787,0.5,2.686804497878494,0.6993568682722321,0.0166666666666666,0.7572535586841752,0.052997893752436,0.0038703035172506,13.693472234468071,0.4552292028618336,0.0166666666666666,1.982528936112601,1,0.13698330448894333,0.03812005760870147,3.80429160765805,-0.0005329983491140945,2.7118985877302464,0.41800320293798043,0.8253962487403657,0.0009837721982812273,-0.3970847133288522,0.04095035841446102,2.2848852270881816,0.001226700374464366,1.700275756124012,1.4357233240871154,0.4135750600743993,-0.07794646120194026,0.5870138532625423,0.7158198957185802,0.3768157078940325,0.00015839883222105414
20,Relax,60.0,8.48941344497243e-05,2.875,3.8920085666098743,1.7546860535517116e-05,6.802087707908041e-05,3.87652691154622,0.1193014606447597,0.0166666666666666,1.4744742153346042,0.0879757465068549,0.0235380020240003,0.0059240037865076,0.2516782767062098,0.002742452683295,0.25,2.70331930261908,0.0961648381737985,0.0166666666666666,0.4302037744717585,0.0043295097063355,0.0007230639664606,5.987727099067669,0.3327251988585775,0.05,2.0590081913199207,1,0.04146065001040696,0.02189542714501532,4.651344770265931,-0.0001473136683469786,2.205288136228302,0.5727138515608114,-0.07972750793897905,-0.030196074634601087,-0.37445024965955453,0.050818529146249944,1.216445591618795,0.000439942682659074,0.03888110114177972,0.579696827561389,0.7540774197772356,-0.031054118250680156,0.5300061135461841,0.5224845648971023,0.8728715609439704,0.0022809431839832003
21,Relax,90.0,0.0037556438219328,0.5,3.4503239505361245,0.002105929861697,0.0016873832203329,0.8012532853174913,0.0821556607637916,0.0166666666666666,0.8095811551785264,0.0767519982623889,0.0045691214279246,0.0007069723840748,0.1547282984764115,0.0047319311511347,0.25,2.6245716481986445,0.1013664661634872,0.0333333333333333,2.155709189286767,0.0606656869693975,0.0043431884651563,13.968007019749257,0.1314303213520461,0.0166666666666666,2.264897238500692,1,0.6391842348877792,0.05697931345931021,-5.703960281615773,0.0001306448347058811,1.3373137288583303,0.48652757347170433,0.5754034721832508,-0.026253386707435697,-0.30441160932735795,0.09367778613373144,0.39682082555708587,0.0036514983599526146,-0.4050022451207623,0.2404179666402054,1.6572366611221299,-0.0036323678587115477,0.41599063411346804,0.45606191773086446,1.5,-0.014826130695890857
22,Relax,120.0,0.0014494038790845,0.8125,3.7086678805226425,0.0005127172209645,0.0009788678823562,1.9091769153271951,0.0451237225104437,0.0333333333333333,1.8741499425250472,0.0188492390905544,0.0216303532174919,0.0042519819534973,0.1965747813151239,0.005232234115962,0.125,2.673179558359423,0.0766777477363729,0.0166666666666666,1.153046062159378,0.0120609833036313,0.0004554646929117,26.480610882321685,2.5679065925163143e-34,0.0166666666666666,0.0,1,0.6797309724857304,0.0628443764387982,-5.949304135693579,0.0006312774026433376,0.9465812739805312,0.17581748439595615,0.8325275164311856,-0.001630605033207657,-0.1806794875743251,0.09195301580972841,0.08387403339644271,0.003405393058558222,-0.5331713609228783,0.3791853890987065,0.7575376756744214,-0.005868081420644901,0.18795967524803595,2.7755575615628914e-17,0.0,-3.903762538609367e-18
23,Relax,150.0,0.0002750388317487,1.4375,2.882144428109193,0.0003272490685333,0.0001309921786085,0.4002828157636605,0.0310995092319998,0.0333333333333333,2.0357170052698224,0.0166575011952653,0.0117040263137475,0.0022230587042923,0.1899396536456136,0.0004399836713467,0.5,2.6609061613938607,0.144373430525112,0.0166666666666666,1.1259186606233356,0.0167935048141975,0.0013217902850286,12.705120475169087,0.104617513105392,0.0333333333333333,3.0786601243416984,1,0.039711976017627014,0.10606005854596169,10.61381151543301,-0.0012349288775113656,0.931354399575307,0.1867663166348228,0.8626345400636715,-0.0021714010390657384,-0.12398468136972646,0.04670684747465149,3.815846777407385,-5.6605183769466927e-05,-0.5175493905772088,0.35790462677934076,0.28975781048363625,0.011647056390775479,0.22596483505894133,0.20466404910321026,5.199469468957449,0.0003801571973305332
24,Relax,180.0,0.0001824684945055,1.5625,3.9894640310784046,4.4351497352751176e-05,0.0001375517094693,3.101399449387164,0.0275771441758855,0.0166666666666666,0.5203890617041096,0.0266682790204755,0.0007578673828845,0.0001160280987458,0.1530981559124347,0.0015083172977099,0.375,2.70590094450987,0.0310088244857515,0.05,2.230120787812604,0.0209298407250848,0.0020893195521409,10.017539300600657,0.0127154691517927,0.0166666666666666,3.302883199845684,1,0.03973942521137334,0.014786899736898115,0.3970156736133144,-6.770069869734067e-05,0.710843737990979,0.24418698068544226,0.6592289892669134,-0.011228158636225729,-0.12096803290518594,0.04041082263710058,3.9025041229875885,0.00025198949855169005,-0.34249690577159686,0.18321164255212757,0.32857023748492936,0.00017733005860000705,0.24496741496439398,0.2484909764232748,4.129483209670115,-0.002375982483315844
25,Relax,210.0,0.0011856073834966,0.5,3.521760814411947,0.0006013442062708,0.0005833650271907,0.970101684039619,0.0097196426609533,0.0166666666666666,0.6163589470039754,0.0092552242693848,0.0003643416894773,7.581724074232474e-05,0.2080937837530861,0.0012285839334089,0.25,2.5944797830444117,0.0159809403653677,0.0166666666666666,1.4659412974323285,0.0025054767038658,0.0010632160826779,2.356507529076472,0.0173924305081306,0.0166666666666666,3.3959034970704423,1,0.2909413388882907,0.031870322626802394,-1.7759806113483179,6.926966880911018e-05,0.35412611581729886,0.1832671203123025,0.030143902581053702,-0.010427348265886573,-0.11657498933663189,0.036811303139491616,5.096437256427503,6.226700511474323e-05,-0.3690606566136136,0.16341370905654753,-0.6362835104909058,-0.003931935212814215,0.20696225515348862,0.14596158583930133,7.5509568368877815,-0.0008553536939937056
26,Relax,240.0,0.0002787114217704,0.6875,3.231716386151085,0.0002372498658895,0.0001281835446039,0.5402892183874386,0.0054131575849407,0.0166666666666666,0.2911838379129651,0.0053575553378983,4.200032473164799e-05,9.532000673986752e-06,0.2269506422840636,4.7286246024341816e-09,0.0625,0.8747685131215979,0.0245410941693497,0.0166666666666666,1.1134070637244156,0.0026741828927396,0.0002521921558845,10.603751267995092,2.5679065925163143e-34,0.0166666666666666,0.0,1,0.04002319802043563,0.0607916903524351,6.1422736546105,-0.0011550211141626643,0.06339799578582733,0.15410938475977906,0.29613788279824654,-0.00883622592081057,-0.11280915640917012,0.03504750441714144,9.057377257352348,0.00033577458007494256,-0.4987849862637017,0.1845404804285351,0.5741192690142247,-0.006556053360931693,0.18795967524803595,2.7755575615628914e-17,0.0,-3.903762538609367e-18
27,CognitiveStress,0.0,0.0110492822384214,0.5,3.164673278115817,0.0067907901193758,0.0048826431681097,0.7190095824311096,0.0209750939763418,0.0166666666666666,0.7218612428706873,0.0187402983754398,0.0010924600394285,0.0006707152421539,0.6139494516474836,0.0027265794788624,0.375,2.731928792893369,0.2778758173713388,0.0166666666666666,1.484015430296933,0.054026714138909,0.0053943224763612,10.015477268120708,0.8750896864083385,0.0166666666666666,1.3326253841923914,1,0.12980641213119076,0.15238522887816655,7.210542782293108,-0.001066845609576015,1.741774906320688,0.35693853736239406,0.7266356088036798,-0.019658389196746152,-0.10464294011056523,0.0487309632385375,5.663354086243895,-0.00020839782733212677,0.8328475945574364,0.6101227863210955,-0.15767171095819912,0.03063628396661258,1.1190860906152174,0.8193175587367386,0.28792480697503364,0.002882858746423213
28,CognitiveStress,30.0,0.0013052221611253,0.875,3.5795844607258287,0.0006264678516131,0.0007012936915102,1.1194408295723532,0.0217099874724873,0.0166666666666666,2.249175943760662,0.006721322795543,0.0117747393972735,0.0022245998301705,0.1889298569686957,0.0007165820043936,0.3125,2.743776154919609,0.4849857487548874,0.0166666666666666,1.0217727985897878,0.0446425159115066,0.0016256410578526,27.46148400710025,0.832587768879047,0.0166666666666666,0.9416914783231436,1,0.1024781521527322,0.04388901195872334,0.30388620816503825,0.0001265078394878673,1.451883089123535,0.17011596561571474,0.5342217763272471,-0.0017691777377230006,-0.10715941931203966,0.04166586076381259,5.643334773680117,0.00015773811970347132,0.6468504195943954,0.7735589615578049,-0.009585137805162453,-0.039675406845332606,0.28297257477529936,1.337625060836455,0.5193652044459043,-0.07124779473303103
29,CognitiveStress,60.0,0.000493673437213,3.875,2.8535124973531607,0.0003138177669708,0.0002099026127959,0.6688678427037144,0.0382796881491018,0.0166666666666666,1.8563417324328453,0.0241490360433661,0.0111184951101673,0.0024994917930002,0.2248048650679892,0.0020560371322506,0.1875,2.722217465204833,0.0383035189513422,0.0166666666666666,1.7772472195490148,0.0162419371496985,0.000973360011557,16.686464367604856,0.2125966087537513,0.0166666666666666,2.497403880256841,1,0.04944844114948734,0.04507558788223713,2.7647586994904385,-0.0008669446552208675,1.293440558179129,0.218386859575699,0.6162190039092142,-0.00833071915768336,-0.11532448744836417,0.043255388937535985,4.57107504518049,-0.0005725526711219894,-0.19244568380732624,0.2617470644462871,1.3458461352710511,-0.005800279607200664,-0.5151357812537133,0.6276607084897521,1.0698732207868298,0.02328462833649524
30,CognitiveStress,90.0,0.0002368518788682,0.6875,3.8932884805190593,7.389654322076267e-05,0.0001618692837533,2.190485193194285,0.0503423840839585,0.0333333333333333,1.6363120286747963,0.0339309439948637,0.0154607007916003,0.0003652822292955,0.0236264988385265,0.0016630055299512,0.375,2.7264109908117686,0.0256172710834444,0.0333333333333333,2.191582451796339,0.0152095797092389,0.0011218254017204,13.557884931035378,0.3788865781414502,0.0166666666666666,2.399803915954292,1,0.02958514394793849,0.028348029301471265,5.178985597677865,0.00026009488555913974,1.1696197559751667,0.18344805774379117,0.31104204814114533,0.0003842375413033807,-0.1724114167910436,0.08120103402211025,-1.3191553549672714,-0.003526163791816877,-0.22057628714164002,0.17611661587797214,0.07911427534779768,0.007207743872947599,0.3969880542080154,0.8193175587367387,-0.28792480697503336,0.035576377716849183
