window_index,label,start_time,acc_mean,acc_std,acc_skewness,acc_slope,eda_mean,eda_std,eda_skewness,eda_slope,temp_mean,temp_std,temp_skewness,temp_slope,hr_mean,hr_std,hr_skewness,hr_slope,spo2_mean,spo2_std,spo2_skewness,spo2_slope,subject_id
10,PhysicalStress,30.0,0.42404139776857325,0.4744298956953128,2.8193079747940315,0.009876990537060086,-0.8892713718441312,0.001872153584531751,-0.7452683020961756,9.194038759774144e-05,-0.4235934282381312,0.0827842039892212,0.48264569833722587,0.0035782996860223406,0.39365316712746007,0.899767788588657,0.3391743975542338,0.028008195452957338,0.8530499719388799,1.0259633499930578,0.2303298221561153,0.03823747809816292,1
11,PhysicalStress,60.0,0.5232555095568772,0.44727442924641453,2.729941376943209,-0.007314102880356352,-0.8866886691863625,0.0017760332143179978,0.4938877957407061,9.187004073409848e-05,-0.2797616231760434,0.12186044765330506,0.22673136025120424,0.006210539723088721,0.6640552455683086,0.4702418404467761,1.9533862528902228,-0.014095915764452526,1.1000835107097648,0.853213721651989,0.3436215967445456,-0.03396070962819444,1
12,PhysicalStress,90.0,0.4792847772210476,0.570065161675668,4.764547210617176,0.010591158877374605,-0.882707048479563,0.002984083068184676,0.031875176986132556,0.00015997521052519165,-0.1494496893545002,0.06107431827506899,-1.7456543221254792,0.0022554688034058007,0.656244260395474,0.43136618881650396,0.5733363284482871,4.938581739767128e-05,0.7580370724116164,0.5700773971635804,0.0,0.007983301143941222,1
13,PhysicalStress,120.0,0.6346442281157493,0.7261578491058305,3.565488454967065,0.0007177578544783624,-0.870582243148193,0.01049261674602355,0.3643579335268219,0.0005697726787778717,-0.11343632034203469,0.03571221710906995,8.544459976725049,0.00012776045296682988,1.0172677332143956,0.4958941843244641,-0.16437257585509268,0.01392890817117245,0.5490086934516369,0.9872201467896333,-0.3501828356316938,-0.014350934199227682,1
14,PhysicalStress,150.0,0.5383247575985614,0.5454126188375297,4.983429614117819,-0.008481815396100758,-0.8576358841740388,0.005601984046332224,-1.3880929747394832,0.00024289891481978318,-0.10890438760142061,0.039782123312416616,6.4082038727405655,-2.7364087943281103e-05,1.7862125961611404,0.6069501588836618,-0.24939517532691594,0.03040125870006363,0.30197515468075203,0.9239241169063626,0.3796067377862243,0.02781483493801744,1
15,PhysicalStress,180.0,0.8440418339305478,0.3663553368129882,0.9261212479160451,0.007442396530368331,-0.850628405294357,0.004421330161572462,0.6460150610150093,0.00017943982691918998,-0.10339314209190471,0.04551929710890758,4.5940669079118175,0.0003554384707996508,2.1097276279806163,0.28640781969910745,0.22764895915524416,-0.013541803594718483,1.0050706111825012,0.6932687035464712,0.23876255235534458,0.024171661796933138,1
16,PhysicalStress,210.0,0.8534240327306511,0.4409852349879334,1.1100716035707427,0.002100446290499395,-0.8410002699945756,0.008595312171347276,0.6756378612130652,0.0004145514278832401,-0.1072974442010545,0.0419612718620392,5.836756696988858,-0.0004338448615449596,1.7705760775100652,0.31797054727279916,-0.3412926030124718,-0.006247999562713794,0.8530499719388801,0.6994911352908769,0.5463331634385007,-0.03411910846041547,1
17,PhysicalStress,240.0,0.8617179027570167,0.4650544135899038,1.1244853037265792,-0.0017790243571738308,-0.8122076542569396,0.027936600564974236,0.4508678560039486,0.0015188693845619434,-0.13671089317920654,0.044000922155823234,-2.1845072218760313,-0.0015444469206602565,2.105045983300754,0.5587706376198842,-0.3105458899294644,0.029146208448219427,0.8150448121279745,0.76271157548229,0.8192556714968143,0.030254176954221706,1
18,Relax,0.0,0.33211877589459715,0.9447267633658296,6.552109372628027,-0.015592874802949996,2.4506852685385767,0.5124221041055596,0.9762065235686983,0.02100697966881224,-0.41204182887701735,0.02705593267520807,6.0356286817595475,-0.00024631456695225416,2.5692562218774784,1.1541625477199415,0.00239306429244427,-0.009236903836656917,-0.09707902333375434,1.053744030786925,0.7679586254289446,0.05147962047184323,1
19,Relax,30.0,0.13698330448894333,0.03812005760870147,3.80429160765805,-0.0005329983491140945,2.7118985877302464,0.41800320293798043,0.8253962487403657,0.0009837721982812273,-0.3970847133288522,0.04095035841446102,2.2848852270881816,0.001226700374464366,1.700275756124012,1.4357233240871154,0.4135750600743993,-0.07794646120194026,0.5870138532625423,0.7158198957185802,0.3768157078940325,0.00015839883222105414,1
20,Relax,60.0,0.04146065001040696,0.02189542714501532,4.651344770265931,-0.0001473136683469786,2.205288136228302,0.5727138515608114,-0.07972750793897905,-0.030196074634601087,-0.37445024965955453,0.050818529146249944,1.216445591618795,0.000439942682659074,0.03888110114177972,0.579696827561389,0.7540774197772356,-0.031054118250680156,0.5300061135461841,0.5224845648971023,0.8728715609439704,0.0022809431839832003,1
21,Relax,90.0,0.6391842348877792,0.05697931345931021,-5.703960281615773,0.0001306448347058811,1.3373137288583303,0.48652757347170433,0.5754034721832508,-0.026253386707435697,-0.30441160932735795,0.09367778613373144,0.39682082555708587,0.0036514983599526146,-0.4050022451207623,0.2404179666402054,1.6572366611221299,-0.0036323678587115477,0.41599063411346804,0.45606191773086446,1.5,-0.014826130695890857,1
22,Relax,120.0,0.6797309724857304,0.0628443764387982,-5.949304135693579,0.0006312774026433376,0.9465812739805312,0.17581748439595615,0.8325275164311856,-0.001630605033207657,-0.1806794875743251,0.09195301580972841,0.08387403339644271,0.003405393058558222,-0.5331713609228783,0.3791853890987065,0.7575376756744214,-0.005868081420644901,0.18795967524803595,2.7755575615628914e-17,0.0,-3.903762538609367e-18,1
23,Relax,150.0,0.039711976017627014,0.10606005854596169,10.61381151543301,-0.0012349288775113656,0.931354399575307,0.1867663166348228,0.8626345400636715,-0.0021714010390657384,-0.12398468136972646,0.04670684747465149,3.815846777407385,-5.6605183769466927e-05,-0.5175493905772088,0.35790462677934076,0.28975781048363625,0.011647056390775479,0.22596483505894133,0.20466404910321026,5.199469468957449,0.0003801571973305332,1
24,Relax,180.0,0.03973942521137334,0.014786899736898115,0.3970156736133144,-6.770069869734067e-05,0.710843737990979,0.24418698068544226,0.6592289892669134,-0.011228158636225729,-0.12096803290518594,0.04041082263710058,3.9025041229875885,0.00025198949855169005,-0.34249690577159686,0.18321164255212757,0.32857023748492936,0.00017733005860000705,0.24496741496439398,0.2484909764232748,4.129483209670115,-0.002375982483315844,1
25,Relax,210.0,0.2909413388882907,0.031870322626802394,-1.7759806113483179,6.926966880911018e-05,0.35412611581729886,0.1832671203123025,0.030143902581053702,-0.010427348265886573,-0.11657498933663189,0.036811303139491616,5.096437256427503,6.226700511474323e-05,-0.3690606566136136,0.16341370905654753,-0.6362835104909058,-0.003931935212814215,0.20696225515348862,0.14596158583930133,7.5509568368877815,-0.0008553536939937056,1
26,Relax,240.0,0.04002319802043563,0.0607916903524351,6.1422736546105,-0.0011550211141626643,0.06339799578582733,0.15410938475977906,0.29613788279824654,-0.00883622592081057,-0.11280915640917012,0.03504750441714144,9.057377257352348,0.00033577458007494256,-0.4987849862637017,0.1845404804285351,0.5741192690142247,-0.006556053360931693,0.18795967524803595,2.7755575615628914e-17,0.0,-3.903762538609367e-18,1
27,CognitiveStress,0.0,0.12980641213119076,0.15238522887816655,7.210542782293108,-0.001066845609576015,1.741774906320688,0.35693853736239406,0.7266356088036798,-0.019658389196746152,-0.10464294011056523,0.0487309632385375,5.663354086243895,-0.00020839782733212677,0.8328475945574364,0.6101227863210955,-0.15767171095819912,0.03063628396661258,1.1190860906152174,0.8193175587367386,0.28792480697503364,0.002882858746423213,1
28,CognitiveStress,30.0,0.1024781521527322,0.04388901195872334,0.30388620816503825,0.0001265078394878673,1.451883089123535,0.17011596561571474,0.5342217763272471,-0.0017691777377230006,-0.10715941931203966,0.04166586076381259,5.643334773680117,0.00015773811970347132,0.6468504195943954,0.7735589615578049,-0.009585137805162453,-0.039675406845332606,0.28297257477529936,1.337625060836455,0.5193652044459043,-0.07124779473303103,1
29,CognitiveStress,60.0,0.04944844114948734,0.04507558788223713,2.7647586994904385,-0.0008669446552208675,1.293440558179129,0.218386859575699,0.6162190039092142,-0.00833071915768336,-0.11532448744836417,0.043255388937535985,4.57107504518049,-0.0005725526711219894,-0.19244568380732624,0.2617470644462871,1.3458461352710511,-0.005800279607200664,-0.5151357812537133,0.6276607084897521,1.0698732207868298,0.02328462833649524,1
30,CognitiveStress,90.0,0.02958514394793849,0.028348029301471265,5.178985597677865,0.00026009488555913974,1.1696197559751667,0.18344805774379117,0.31104204814114533,0.0003842375413033807,-0.1724114167910436,0.08120103402211025,-1.3191553549672714,-0.003526163791816877,-0.22057628714164002,0.17611661587797214,0.07911427534779768,0.007207743872947599,0.3969880542080154,0.8193175587367387,-0.28792480697503336,0.035576377716849183,1
31,CognitiveStress,120.0,0.07369062280704627,0.05375758509305969,2.510848273389431,0.001479415935616705,1.169950966518008,0.18835699538127637,0.5910279076820628,-0.0011080940012012706,-0.288233733456113,0.11229862233984972,0.6187389562773161,-0.004819317215102983,-0.05959055883372502,0.14065384493539693,0.41248067218168377,0.006407044596396731,0.7580370724116164,0.5700773971635804,0.0,-0.005955796091511712,1
32,CognitiveStress,150.0,0.21796436938099054,0.19795097716023058,1.798801447856975,0.004067673734860239,1.2709235245384576,0.2948690601919717,1.0967801797096282,0.009539689989489402,-0.38554280124145657,0.06954102573307683,4.034542647443006,-0.001818432685901064,-0.06115595649548152,0.1992963305169801,-0.7188007802797339,-0.004668970393457425,0.5680112733570898,0.5374741244473925,0.7071067811865469,-0.0006335953288842326,1
33,CognitiveStress,180.0,0.31429860144205374,0.19833001978379883,1.538442083871534,-0.0027674663660350114,1.478677765979906,0.276125841267855,-0.23552595787580416,0.008191556046123469,-0.4134478417013838,0.02570563181564922,6.9914758546228315,2.2782286796055254e-05,-0.02989019334603288,0.25055857334644893,0.11573901800879675,0.0045705067833555985,0.5110035336407316,0.513772974648469,0.961644737891902,-0.0033897350095306,1
34,CognitiveStress,210.0,0.9942202288287343,0.3554909673545952,2.262845246478359,0.007300701924369375,1.375748696099701,0.23301210599086317,-0.03303999233058282,-0.01176218400647152,-0.4190845525113283,0.028296001132635924,4.736717020983988,-0.0002954460498426729,0.04199734815988618,0.239207397220736,0.08262882167476977,-0.00406533415902233,0.8150448121279744,0.5672198483562038,-0.20100756305184211,0.021193763751177295,1
35,CognitiveStress,240.0,0.41722852099526336,0.5455089936461079,3.6276751628780937,-0.012977557879430005,1.0365947178160688,0.19849582073692468,0.3880079031808304,-0.010778610787784184,-0.42161312076116936,0.017925850701812105,-2.015079690525491,0.00020126327561206,-0.06429402597169777,0.2168802897451967,0.06275929690767891,-0.007597851083815553,0.8340473920334273,0.5649873185017456,-0.2690691175985254,-0.017994107340311972,1
36,CognitiveStress,270.0,0.2629730179324881,0.11415826456831289,0.9263297355223372,-0.003761609963169351,0.7191787481033481,0.19135722782606668,0.10661839335211352,-0.010772732182491982,-0.31522390303398307,0.13137932684424128,0.7576444091449043,0.00633517359808145,0.1373367579813379,0.3015039697130493,-0.16362191313675858,0.011342883218617681,0.016936456098961758,0.7454729292698244,0.16367672241057601,-0.02657932404669321,1
37,CognitiveStress,300.0,0.36765424535535635,0.7021074874797848,4.431460889533003,0.018758768923898918,0.4459490850404381,0.13114260714286982,0.39152302407659123,-0.0073866043691388494,-0.16241135028649903,0.09738092371990692,-1.3308403073241382,0.0037991121355710708,0.32333684260546025,0.2233744119790519,-0.95665864755438,-0.007614023592921124,-0.1350841831446597,0.5543414422959104,-0.5190674394290256,0.014731091396558206,1
38,Relax,0.0,0.7785138818533495,1.245870881989366,3.5985896206091765,-0.028901750526987346,1.2052163769015556,0.45002830919972525,0.5352081071644631,-0.025436618789304855,0.29836915607049785,0.08932351596227066,-3.0188608264097967,0.0027482595448593762,0.6906364543768134,0.3853193704174046,0.12551155391477528,0.02055070418834522,0.7580370724116164,0.5700773971635804,0.0,0.009694008531928628,1
39,Relax,30.0,0.11072953343922978,0.058867309997306556,2.3404862078012028,-9.594283650570296e-05,0.6201431652142069,0.23941697739357176,0.3017134245725154,-0.013720875378499184,0.3375776090528722,0.029353327638696584,7.0352071479791265,0.00013977222703646098,0.7375212782108501,0.4541047593901091,-0.007631002544429886,-0.01702261117726054,0.2829725747752993,1.2540263065581447,-0.691204139474502,-0.05236665393228114,1
40,Relax,60.0,0.31508732550520957,0.25445574226433204,1.4787528045242067,0.011385908699859665,0.2811707201469974,0.15318272215178405,0.31551369740796387,-0.008740703189384299,0.34474290092348864,0.0354314642086548,4.73800807894969,0.0001922871986133281,0.15609970746430465,0.4712113119775588,1.2531171386182889,-0.01946661734297115,-0.6101573800026863,1.4164414400193404,-0.11269943430007676,-0.02338005920957529,1
41,Relax,90.0,0.43608268239655196,0.1507288713179372,-1.109650579851947,-0.006786238408607901,0.06259405861413754,0.10270043453898173,0.07650273176595743,-0.005874761845583279,0.4080614965395186,0.09291912859113656,1.2757714571040595,0.0038298217083487405,-0.39094712726738984,0.34647625839142276,1.0006642765628964,-0.014568934976486378,-0.5911548000972338,1.0714367154705648,-1.1496953160687666,0.022778230663523597,1
42,Relax,120.0,0.26796526161640954,0.15619965657698834,0.3012761726678876,-0.00649208203737822,-0.10241020663062697,0.09202429704158051,0.256996162508692,-0.005285792315568372,0.5293539459088071,0.10003844986286507,-0.3708911577212238,0.004250638909713037,-0.5816346758935376,0.15544814465799964,0.8917924058019622,0.005328635592026867,-0.5911461008755243,0.5303728646397419,0.7882318002900216,-0.011499755219248663,1
43,Relax,150.0,0.1537409845731267,0.03563239226760316,-0.3759319014571654,0.0009101043666858873,-0.23560879841331808,0.06325257275251195,0.2706408109857538,-0.0036304194600730844,0.6141959119957311,0.04946614861964985,-2.045614058670879,0.0017889193996794292,-0.41595275460035375,0.20120575269425955,0.845641943499916,0.0034419431125499063,-0.9141899592682198,0.20466404910321026,5.19946946895745,-0.001267190657768444,1
44,Relax,180.0,0.09198414093497645,0.08953035942733699,1.714453053653793,-0.002505980598073506,-0.32834395852554965,0.04463015185183218,0.20402842166864538,-0.0025669192997210153,0.6504975600046343,0.03671942591363408,2.826880004842473,0.0008118897155276048,-0.484722594257626,0.23129948588696694,0.6190640698085637,-0.010368230028139157,-0.7241641602136928,0.7732906046969126,0.6923361419447341,0.023379667635827873,1
45,Relax,210.0,0.028208823150868742,0.009015529577911805,2.06557771003192,-9.236860613140027e-05,-0.3967267538647603,0.03449897725845111,0.17126075250346334,-0.0019836867334227953,0.7493489616098793,0.11212419946020598,0.48724570601215,0.005383959525426943,-0.56756791939584,0.13664961774392867,-0.07693345700601482,0.004872252138834523,-0.3251099821991865,0.8436375067986237,-0.5424412380028754,0.014541012797892947,1
46,Relax,240.0,0.0267082136005624,0.005971599435492987,1.6931415890063515,2.9335687154369033e-06,-0.4484466927294676,0.02559181818153415,0.19444293541069235,-0.0014685299928874742,0.8863912263011632,0.08567716764125474,-0.9205825237531581,0.003605505037893903,-0.4206474927550824,0.12187877439490731,0.08765709966048388,0.004805287085384486,-0.8191770597409564,0.8605882211153294,-0.19609062993815704,-0.046347498307881006,1
47,EmotionalStress,0.0,1.9026364967869727,1.0911293295043611,1.155830402481023,-0.03031055895952952,-0.33405383960132135,0.11599713776113489,-0.2687359120146317,0.0063991300775163035,0.9416730378783174,0.028268331786512384,8.239582041429783,9.859246398509668e-05,-0.20026539796340515,0.4614868870703131,1.1287057189874472,0.022051737624575646,-0.6671564204973347,0.6113399010127861,0.7703300589811278,0.017518910843648802,1
48,EmotionalStress,30.0,0.37854722040678274,0.7546001427364392,4.993799738383853,-0.01710876765373733,-0.23021915439028356,0.0442298942209904,-1.1548204468976746,0.0006575644463501268,0.9353620888633886,0.03541449270345949,3.520532125075917,-0.0006410644538037844,0.7359311484299026,0.7361955613619112,-0.27804631052966156,0.03980253372967103,0.5300095932348682,1.3214732537878062,0.49072776357163805,0.056200114511362635,1
49,EmotionalStress,60.0,0.05325162643324059,0.030609870375727048,1.4893866298944216,-1.9213786374989797e-05,-0.2722606798720431,0.05682086030401599,0.018659403531031075,-0.0032737357506757376,0.8889451612201872,0.07369266013813236,-1.0600224707420176,-0.002303549880228179,1.0110134167200733,0.573689404823928,-0.7957109202592849,-0.022929067138857534,0.49200443342396283,1.4699769992776195,0.10171259081125905,-0.04080367840636534,1
50,EmotionalStress,90.0,0.057808803921859234,0.025142721413509497,2.506807313580483,-6.565092952151134e-05,-0.36274679007723826,0.04659528072932668,0.2015525982188171,-0.0026786269774676285,0.8556786649568068,0.07333807126239623,-0.19069788807575158,0.00029035090890225,-0.07053961348277628,0.8431621049548477,0.5307862323638711,-0.04429614833303652,-0.23009708267192314,0.9531645589019742,0.08798598452198014,0.019768174261187807,1
51,EmotionalStress,120.0,0.05526768295197597,0.025623035941514907,0.7976733050222662,0.00048408184655999856,-0.43328636074808285,0.03479250027798509,0.16292556156374605,-0.0020005871723386354,0.8921084327932411,0.05612065891606255,-0.9211030090485114,0.002005942540460524,-0.7238603643795667,0.13080313301449295,-0.4338998809921465,0.0037001963514599677,-0.23009708267192314,0.720094986677891,0.4819114847329338,-0.021415522116286778,1
52,EmotionalStress,150.0,0.055142650036538725,0.027047127354151115,0.5831866603037694,-0.0003127151049615301,-0.4859041273664389,0.02634651366967579,0.18387128078214277,-0.0015126834289948912,0.9335556552573678,0.031274464666953765,3.445173417611297,0.0004897110254277919,-0.7051003245576811,0.10549405984431405,-0.3691798829696198,-0.003913492537463466,-0.781171899930051,0.50240176363257,0.6925104674031227,-0.013844057936120296,1
53,EmotionalStress,180.0,0.13127222721951518,0.10039631388084622,7.326005804533426,0.0011684206550186026,-0.5198037602377331,0.0143100036407614,0.6323241320270863,-0.0007816626270080728,0.9416637711684406,0.02496938848669078,7.568932407147851,-8.2249721380535e-05,-0.6707124950679637,0.1540909423473203,0.5182962523342279,0.006201482983209311,-0.6291512606864292,0.6932687035464711,-0.23876255235534538,0.02632588591513952,1
54,EmotionalStress,210.0,0.09879508257820602,0.10611485286266209,6.712665736409793,-0.0025677696132226932,-0.5425611891750582,0.013028760605777689,-0.35328064475141235,-0.0007293582704147109,0.9454735662371735,0.02863091496342301,5.135402476759388,0.00038372370178706356,-0.639455460901759,0.13874400675514426,0.5579776611439091,-0.0012715380618171528,-0.5151357812537133,0.6612788595966389,-0.3067241254663422,-0.009408890633930727,1
55,EmotionalStress,240.0,0.029750743044898238,0.01782543836941944,1.254806591280585,-0.0002797988471975019,-0.5683933200293853,0.01665082673912913,-0.02952113708462809,-0.0009549789213153095,0.9793338593472003,0.056322462526820695,1.23757447256392,0.002050859909619507,-0.6285122255748711,0.14059337477660228,0.24470783024942336,0.00349455470036005,-0.40112030182099734,0.5697605994746738,0.06670373459650729,0.020623527955181496,1
56,EmotionalStress,270.0,0.04640998937092397,0.023811786202803033,1.9886788604801842,0.0006129089942802568,-0.5937592286143966,0.013313835888970851,0.26779634191928,-0.000759198247467829,1.0972932163088518,0.10996396878175937,0.05533321474408314,0.00575265022226737,-0.587878808574075,0.11368660471708797,0.2245010964524653,-0.0032443270812205693,0.016936456098961765,0.40711669305737064,-1.9603921176392152,0.007951621377497014,1
57,EmotionalStress,300.0,0.04036435635524936,0.026423602312440935,3.2376814578768984,-0.0006375953255670435,-0.6138939318221157,0.010657239251016354,0.2796276886753266,-0.0006049449210120851,1.2166106486761243,0.06559235750714194,-0.6072501862763539,0.0022521941694500255,-0.6441501990564876,0.09073573489178725,-0.3699033407755134,-0.002383795826996463,-0.477130621442808,0.6677994333502731,-0.4204965456010781,-0.025819009652032137,1
58,Relax,0.0,0.5357483063428107,0.2951200437967485,0.8826878688340544,-0.014591677681558229,-0.6233456780302604,0.00843330507552364,-0.136448081581985,-0.00047971038478524376,1.3173767280586206,0.09026085531571205,1.1773386812984319,-0.003464020339607215,0.032618055664213344,0.6594412607292861,1.3144726120482562,0.0290060232571887,-0.5531409410646188,0.8014944906917825,1.117638344679602,0.017962427573867765,1
59,Relax,30.0,0.0921225631069971,0.04198724060519154,4.7272790119882595,6.799537040528697e-05,-0.6387543241122775,0.009743505973639089,0.01104042378284705,-0.0005572217873079814,1.2530745820551332,0.0387379172086282,3.7771594338105263,-0.001005610994324961,0.1951662719728032,0.6233057547888069,0.9721903692572339,-0.002173254885495638,-0.43912546163190264,0.8436375067986238,0.5424412380028748,-0.002502701549092681,1
60,Relax,60.0,0.11377583684144801,0.1132549906218121,3.725005021252299,0.002147957204432811,-0.6532200457607996,0.007325897762813212,0.2821234781553717,-0.0004119352070650356,1.2261607059325026,0.037378939214587036,0.07661956705685848,-0.000835856341068783,-0.1736929181381441,0.33257113956357454,1.2477737430566904,-0.007817007015169854,-0.6861590004027877,0.8921099074167397,-0.22530049669010424,-0.009757368064817045,1
61,Relax,90.0,0.10259948751718984,0.11826422077804065,3.858338547401706,-0.0033967156458317538,-0.6655987614514149,0.007319890871330622,-0.17498092371175966,-0.0004169190455684385,1.1483614148634613,0.09679364369088869,-0.5102229790850942,-0.004161125311325082,-0.44877518642831465,0.3462440571559856,0.27062431292807193,-0.011506546197312194,-0.6101486807809771,0.9830047625708094,-0.46186632487535495,0.0029145385128674373,1
62,Relax,120.0,0.03061056848837521,0.022075195782161355,0.6165316728408865,5.211527858630012e-05,-0.6768857808304448,0.006168506191829795,0.09178708195671191,-0.00034623879440038593,1.021857981354138,0.09344721292898904,0.8090247617089193,-0.003869494521488966,-0.5941258509156938,0.3299982440078303,1.0127820445653837,-0.005510695163637657,-1.1042157583227463,0.9644628343956972,0.25650301420452626,-0.02141552211628676,1
63,Relax,150.0,0.07895748712989163,0.03131703234666123,-0.7000168742562518,0.0001386354086843938,-0.6853058994198352,0.004184526292248611,0.5140541381140525,-0.00021902989594964448,0.9508935775942696,0.03442850036861155,3.139258370524822,-0.0005617858496626587,-0.7832436373884629,0.2606712315716313,1.4221451186522818,-0.008380192573710714,-1.0472080186063883,1.2010773006085582,0.7653222279373463,0.05528119244514857,1
64,Relax,180.0,0.03817002230009595,0.025613328652378687,2.098300031840867,-0.00024046502101909083,-0.6905595323794531,0.0020416685956461873,-0.29251773770145567,-0.0001069224087732201,0.9397771442745618,0.01116148653383851,5.197594470380265,-0.0001464924505391862,-0.8332607113765532,0.18900289035902018,0.4884774214376075,0.009437454591444178,-0.9141951788012456,1.2826483874211054,0.21541912886702141,-0.0259144753316675,1
65,Relax,210.0,0.04294602226707342,0.015620193730003482,0.9600149694155835,-0.00019441951916103362,-0.6933811819940617,0.0017927725564247986,-0.4297804087676857,-8.446844583852703e-05,0.940374935028088,0.028401027780634882,8.028763253736914,-3.934896717518496e-05,-0.6378915180705432,0.21096207532792619,0.42106505583055664,0.003384429808947554,-1.1232235577612246,0.9268625917278722,-0.2778881880242593,0.0067478859706441375,1
66,Relax,240.0,0.021797432473398277,0.00809505877642209,2.1001418044930866,-5.579805852290687e-05,-0.6966206537874406,0.0027580667824550335,-0.1240302345141136,-0.00014730508632019538,0.9398109782691046,0.029193570446147447,7.331874489880641,-0.0003444713298976222,-0.5644371240723273,0.17666693932038338,1.0487160348287456,-0.0012924716140202395,-1.237233817660915,0.7683718503486393,0.3471411152518939,-0.02664268357958162,1
0,Relax,0.0,0.03407180136894821,0.0098605706525349,2.0865075516778133,-6.78590488215112e-05,-0.8501896516606718,0.054256519896689184,-0.44990233761103626,-0.003006013680918052,-2.270204362930644,0.1626047400315718,-0.0076395291693068515,0.009179018617472959,0.07054221715263481,0.5862618870256183,-0.8769769781504713,-0.012412581207379184,0.5278567224125055,0.4248228544731042,-1.7199312102657525,-0.008100496379175466,2
